name,id,nametype,recclass,mass (g),fall,year,reclat,reclong
Roosevelt County 040,22695,Valid,H5,71.1,Found,1969,34.08333,-103.5
Roosevelt County 084,22739,Valid,L4,69.6,Found,1969,34.2,-103.23333
Menindee Lakes 006,15484,Valid,H6,68.2,Found,1969,-32.91667,141.88333
Yamato 694,24361,Valid,H6,62,Found,1969,-71.5,35.66667
Roosevelt County 043,22698,Valid,H4/5,52.1,Found,1969,34.08333,-103.61667
Yamato 696,24363,Valid,H5,41,Found,1969,-71.5,35.66667
North East Reid,17002,Valid,H5,38.6,Found,1969,-30.03333,129.01667
Roosevelt County 039,22694,Valid,H5,38,Found,1969,34.08333,-103.5
Yamato 695,24362,Valid,H5,38,Found,1969,-71.5,35.66667
Roosevelt County 063,22718,Valid,L4,34.7,Found,1969,34.08333,-103.5
Roosevelt County 042,22697,Valid,H5,32.6,Found,1969,34.08333,-103.51667
Roosevelt County 041,22696,Valid,L5,32.4,Found,1969,34.08333,-103.5
Yamato 697,24364,Valid,H4/5,25,Found,1969,-71.5,35.66667
Roosevelt County 064,22719,Valid,H5,24.8,Found,1969,34.08333,-103.5
Roosevelt County 062,22717,Valid,H5,16.2,Found,1969,34.21667,-103.5
Roosevelt County 098,22753,Valid,L6,15,Found,1969,34.21667,-103.55
Roosevelt County 083,22738,Valid,H5,14.8,Found,1969,33.66667,-103.41667
Grier (a),11202,Valid,OC,12.4,Found,1969,34.38167,-103.39167
Yamato 698,24365,Valid,H6,10,Found,1969,-71.5,35.66667
Yamato 699,24366,Valid,H5,10,Found,1969,-71.5,35.66667
Etosha,10061,Valid,"Iron, IC",110700,Found,1970,-18.5,16
Mills,16687,Valid,H6,88000,Found,1970,36.23,-104.11889
Bledsoe,5074,Valid,H4,30500,Found,1970,33.59167,-103.02667
Isna,12051,Valid,CO3.8,23000,Found,1970,24.83333,31.66667
Big Rock Donga,5044,Valid,H6,19000,Found,1970,-30.55,130.96667
Lost City,14711,Valid,H5,17000,Fell,1970,36.00833,-95.15
Benedict,5017,Valid,"Iron, IIIAB",16380,Found,1970,41,-97.53333
Answer,2309,Valid,Iron,11090,Found,1970,-21.65972,140.90694
Egvekinot,7773,Valid,"Iron, IAB-sLM",10000,Found,1970,66.8,178.2
Lazbuddie,12746,Valid,LL5,8600,Found,1970,34.5,-102.75
Grady (c),10953,Valid,H4,5700,Found,1970,34.8,-103.31667
Dongtai,7708,Valid,LL6,5500,Fell,1970,32.91667,120.78333
Felt,10083,Valid,H6,5400,Found,1970,36.55,-102.78333
Ucera,24097,Valid,H5,4590,Fell,1970,11.05,-69.85
Willaroy,24272,Valid,H3.8-an,4030,Found,1970,-30.1,143.2
Kittakittaooloo,12327,Valid,H4,3600,Found,1970,-28.03333,138.13333
Dwaleni,7755,Valid,H4-6,3230,Fell,1970,-27.2,31.31667
Tillaberi,23999,Valid,L6,3000,Fell,1970,14.25,1.53333
Two Buttes (b),24092,Valid,H,3000,Found,1970,37.63333,-102.41667
Euclid,10063,Valid,H5,2500,Found,1970,47.95833,-96.7
Nejo,16941,Valid,L6,2450,Fell,1970,9.5,35.33333
Hereford,11876,Valid,OC,2276,Found,1970,33.795,-102.24167
Ellisras,10023,Valid,Iron,2066,Found,1970,-23.83333,27.91667
Malakal,15394,Valid,L5,2000,Fell,1970,9.5,31.75
Dora (stone),7713,Valid,OC,1570,Found,1970,33.92333,-103.35
Kiffa,12303,Valid,H5,1500,Fell,1970,16.58333,-11.33333
Lakeview,12449,Valid,H4,1238,Found,1970,34.53333,-101.7
Hart Camp,11846,Valid,H6,1200,Found,1970,33.99833,-102.17667
Nimberrin,16979,Valid,L6,786,Found,1970,-31.51667,117.96667
Roosevelt County 044,22699,Valid,L6,439.1,Found,1970,34.25,-103.51667
Cockarrow Creek,5390,Valid,L6,429,Found,1970,-26.66667,120.16667
Homewood,11902,Valid,L6,325,Found,1970,49.50833,-97.81667
Ularring,24107,Valid,L6,271.8,Found,1970,-29.96667,120.6
Nazareth (c),16930,Valid,H5,222,Found,1970,34.58333,-102.08333
Roosevelt County 046,22701,Valid,H5,120.4,Found,1970,34.1,-103.48333
Poonarunna,18868,Valid,H5,76,Found,1970,-27.76667,137.85
Forrest 003,10126,Valid,H3,74,Found,1970,-30.9,128.08333
Forrest 004,10127,Valid,L6,64,Found,1970,-30.46667,128.2
Roosevelt County 048,22703,Valid,L6,57.3,Found,1970,33.61667,-103.45
Roosevelt County 045,22700,Valid,L6,55.5,Found,1970,34.23333,-103.25
Forrest 005,10128,Valid,H4,36,Found,1970,-30.45833,128.21667
Roosevelt County 047,22702,Valid,L6,30.3,Found,1970,34.13333,-103.36667
Otto,18047,Valid,H5,28,Found,1970,35.16667,-105.98333
Wernigerode,24243,Valid,H5,24.3,Found,1970,51.85,10.78333
Tibooburra,23986,Valid,CV3,18.6,Found,1970,-29.43333,142.01667
Sanclerlandia,23132,Valid,"Iron, IIIAB",279000,Found,1971,-16.21667,-50.3
Yongning,30365,Valid,"Iron, IAB-ung",60000,Found,1971,22.75,108.33333
Guadalupe y Calvo,11431,Valid,"Iron, IIAB",58630,Found,1971,26.1,-106.96667
Bunjil,5164,Valid,L6,38750,Found,1971,-29.62917,116.48222
Salaices,23105,Valid,H4,24500,Found,1971,27,-105.25
Galatia,10847,Valid,L6,23900,Found,1971,38.64167,-98.88333
Lone Tree,14683,Valid,H4,20676,Found,1971,41.5,-91.47917
Polujamki,18861,Valid,H4,18350,Found,1971,52.1,79.7
Happy Canyon,11821,Valid,EL6/7,16300,Found,1971,34.80167,-101.56667
Cruz del Eje,51739,Valid,"Iron, IAB complex",14000,Found,1971,-30.75,-64.78333
Kabo,12220,Valid,H4,13400,Fell,1971,11.85,8.21667
Rakity,22375,Valid,L3,11400,Found,1971,51.8,79.9
Elyria,10030,Valid,"Iron, IIIAB",10900,Found,1971,38.28,-97.365
Ella Island,10018,Valid,L6,7500,Found,1971,72.88333,-25.11667
Queretaro,22359,Valid,H4,5000,Found,1971,20.63333,-100.38333
South Plains,23680,Valid,L5,4763,Found,1971,34.26667,-101.25
North West Forrest (E6),17007,Valid,EL6,4400,Found,1971,-30.6,127.81667
Shuangyang,23582,Valid,H5,3900,Fell,1971,43.5,125.66667
Happy (a),11818,Valid,H3,2860,Found,1971,35.68,-101.99333
Anlong,2305,Valid,H5,2500,Fell,1971,25.15,105.18333
Marilia,15422,Valid,H4,2500,Fell,1971,-22.25,-49.93333
Wichita,24256,Valid,H6,2367,Found,1971,37.59183,-97.21497
Willowbar,24278,Valid,L6,2070,Found,1971,36.73333,-102.2
Brownell,5150,Valid,L6,2000,Found,1971,38.69667,-99.70833
Burns Flat,5174,Valid,L6,1987,Found,1971,35.33333,-99.15
Haverí_,11859,Valid,Ureilite,1544,Fell,1971,60.24556,22.06194
Bronco,5147,Valid,OC,972,Found,1971,33.28333,-102.96667
Jeedamya,12077,Valid,H6,914,Found,1971,-29.58333,121.16667
Happy (c),11820,Valid,OC,884.3,Found,1971,34.58333,-102.05
Poison Spring,18857,Valid,Iron,524,Found,1971,38.17,-110.36667
Oro Grande,18031,Valid,H5,513,Found,1971,32.37167,-106.25833
Roosevelt County 065,22720,Valid,H5,405.8,Found,1971,33.61667,-103.45
Roosevelt County 054,22709,Valid,H5,361.5,Found,1971,34.3,-103.43333
Wethersfield (1971),24250,Valid,L6,350,Fell,1971,41.7,-72.65
Aguas Calientes,399,Valid,H,260.1,Found,1971,-25.5,-68.4
Mundrabilla 002,16853,Valid,H5,251,Found,1971,-30.88333,127.55
Noventa Vicentina,17930,Valid,H4,177,Fell,1971,45.29167,11.52722
West Forrest,24245,Valid,H5,170.6,Found,1971,-30.75,127.98333
Mulga (west),16849,Valid,C5/6-ung,169.2,Found,1971,-30.18333,126.36667
Melrose (b),15476,Valid,Howardite,50.5,Found,1971,34.39833,-103.605
St. Vrain,23095,Valid,OC,45.5,Found,1971,34.31833,-103.47167
Roosevelt County 051,22706,Valid,L5,29.4,Found,1971,34.21667,-103.35
Roosevelt County 049,22704,Valid,LL4,22.8,Found,1971,34.08333,-103.5
Roosevelt County 052,22707,Valid,H5,17.7,Found,1971,34.1,-103.48333
Roosevelt County 050,22705,Valid,L4,13.1,Found,1971,34.08333,-103.5
Roosevelt County 053,22708,Valid,H5,10.8,Found,1971,33.88333,-103.7
Watson 001,24221,Valid,"Iron, IIE",93000,Found,1972,-30.5,131.55
Northbranch,17010,Valid,H5,76000,Found,1972,39.99167,-98.34167
Valera,24149,Valid,L5,50000,Fell,1972,9.31667,-70.62833
Mayfield,15450,Valid,H4,38400,Found,1972,37.30833,-97.545
Kifkakhsyagan,12304,Valid,"Iron, IIIAB",18800,Found,1972,64.4,172.7
Hardtner,11827,Valid,L6,13000,Found,1972,37.06667,-98.66167
Kenna,12277,Valid,Ureilite,10900,Found,1972,33.9,-103.55333
Delaware,6640,Valid,L4,8346,Found,1972,35.28333,-93.5
Ipiranga,12043,Valid,H6,7000,Fell,1972,-25.5,-54.5
Roosevelt,22655,Valid,H3.4,5200,Found,1972,34.86667,-98.95
Raguli,22373,Valid,H3.8,4239,Found,1972,45.7,43.7
Flagler,30564,Valid,H3.8,4100,Found,1972,39.23,-102.99
Anson,2308,Valid,L6,3900,Found,1972,39.33333,-97.56167
Muleshoe,16846,Valid,H4/6,3600,Found,1972,34.12167,-102.695
West Point,24246,Valid,L6,3100,Found,1972,33.075,-102.045
Dor el Gani,7711,Valid,"Iron, IIIAB",2575,Found,1972,26.95833,16.03333
Happy (b),11819,Valid,OC,2505,Found,1972,34.59333,-101.99333
Lider (a),14648,Valid,L5,2160,Found,1972,34.655,-101.64
Lider (b),14649,Valid,H5,1800,Found,1972,34.655,-101.64
Bowesmont (b),5125,Valid,L5,1300,Found,1972,48.78333,-97.35
Arch,2327,Valid,CV3,985.8,Found,1972,34.15,-103.22
Mount Margaret,16781,Valid,L5,850,Found,1972,-28.83333,122.18333
El Mirage,7809,Valid,"Iron, IIAB",598,Found,1972,33.68333,-112.26667
Kenna (b),12278,Valid,L5,453,Found,1972,33.70833,-103.76667
Commodore,5416,Valid,H6,304.3,Found,1972,-31.2,138.3
Motpena (b),16761,Valid,Chondrite-ung,304,Found,1972,-31.2,138.3
Guibga,11442,Valid,L5,288,Fell,1972,13.5,-0.68333
Mundrabilla 003,16854,Valid,H3,235,Found,1972,-30.85,127.53333
Oldfield River,18010,Valid,H5,150,Found,1972,-33,121
New Moore (a),16958,Valid,OC,100.3,Found,1972,33.11667,-102.11667
Roosevelt County 056,22711,Valid,H5,10.3,Found,1972,34.41667,-103.58333
Alkhamasin,475,Valid,"Iron, IIAB",1200000,Found,1973,20.6,44.88333
El Sampal,7817,Valid,"Iron, IIIAB",142000,Found,1973,-44.53333,-70.36667
Araslanovo,2324,Valid,L/LL5,132000,Found,1973,55.14167,48.2
Lueders,14750,Valid,"Iron, IAB-MG",35400,Found,1973,32.83611,-99.60417
Wayside,24225,Valid,H6,23600,Found,1973,34.80167,-101.68333
Colonia Obrera,5405,Valid,"Iron, IIIE",12200,Found,1973,24.01667,-104.66667
Lichtenberg,14646,Valid,H6,4000,Fell,1973,-26.15,26.18333
Canon City,5253,Valid,H6,1400,Fell,1973,38.47028,-105.24139
Wellman (e),24241,Valid,H4,959,Found,1973,33.67833,-102.315
Yamato 7305,24371,Valid,L6,900,Found,1973,-71.5,35.66667
Yamato 7301,24367,Valid,H5/6,650,Found,1973,-71.83333,35.5
Yamato 7304,24370,Valid,L6,500,Found,1973,-71.5,35.66667
Yamato 7308,24374,Valid,Howardite,480,Found,1973,-71.5,35.66667
Nullagine,17940,Valid,H5,102,Found,1973,-21.86667,120.11667
Zerga,30402,Valid,LL6,76,Found,1973,20.25,-12.68333
Puerto Libertad,18897,Valid,L,66,Found,1973,29.9,-112.68333
San Juan Capistrano,23128,Valid,H6,56,Fell,1973,33.48472,-117.6625
Yamato 7312,24378,Valid,H5,39.8,Found,1973,-71.5,35.66667
Yamato 7311,24377,Valid,H6,20.3,Found,1973,-71.5,35.66667
Roosevelt County 002,22657,Valid,L6,18.2,Found,1973,33.71667,-103.65
Yamato 7307,24373,Valid,LL6,18.1,Found,1973,-71.5,35.66667
Kinclaven 001,12313,Valid,L5,17.3,Found,1973,-30.46667,125.7
Yamato 7302,24368,Valid,H4,11,Found,1973,-71.5,35.66667
Gomez,10944,Valid,L6,47000,Found,1974,33.18139,-102.40139
Balsas,4932,Valid,"Iron, IIIAB",41000,Found,1974,-7.53133,-46.04117
Saint Augustine,23080,Valid,"Iron, IID",22000,Found,1974,40.71667,-90.41667
Enshi,10038,Valid,H5,8000,Fell,1974,30.3,109.5
Tokio (a),24016,Valid,H5,6600,Found,1974,33.21667,-102.63167
Yamato 74077,24455,Valid,L6,5575.1,Found,1974,-71.83556,36.35833
Yamato 74371,24749,Valid,H4,5067.9,Found,1974,-71.80417,35.49444
Mayo Belwa,15451,Valid,Aubrite,4850,Fell,1974,8.96667,12.08333
Yamato 74362,24740,Valid,L6,4175,Found,1974,-71.78889,35.80278
Gorlovka,10949,Valid,H3.7,3618,Fell,1974,48.28333,38.08333
Maralinga,15412,Valid,CK4-an,3388,Found,1974,-30.3,131.26667
Yamato 74190,24568,Valid,L6,3235.7,Found,1974,-71.83056,35.44444
Yamato 74155,24533,Valid,H4,3073.4,Found,1974,-71.81833,36.11944
Yamato 74354,24732,Valid,L6,2721.1,Found,1974,-71.76944,35.76111
Naragh,16909,Valid,H6,2700,Fell,1974,33.75,51.5
Yamato 74014,24392,Valid,H6,2367.9,Found,1974,-71.83556,36.30278
Yamato 74647,25025,Valid,H5,2323.8,Found,1974,-71.69583,36.01667
Yamato 74445,24823,Valid,L6,2293.2,Found,1974,-71.73889,35.93611
Yamato 74097,24475,Valid,Diogenite,2193.9,Found,1974,-71.825,36.325
Yamato 74013,24391,Valid,Diogenite,2059.5,Found,1974,-71.83667,36.30417
Hickiwan,11881,Valid,H5,1928,Found,1974,32.35833,-112.40889
Blaine Lake,5070,Valid,L6,1896.4,Found,1974,52.77,-106.89667
Orimattila,18028,Valid,H4,1872,Found,1974,60.58333,25.58333
Yamato 74193,24571,Valid,H5,1818.5,Found,1974,-71.64306,35.59444
Yamato 74459,24837,Valid,H6,1719.7,Found,1974,-71.72639,35.975
Fairfield,10069,Valid,"Iron, IAB-MG",1600,Found,1974,39.33333,-84.6
Brownfield (c),5153,Valid,OC,1550,Found,1974,33.135,-102.27833
Yamato 74191,24569,Valid,L3.7,1091.6,Found,1974,-71.83333,35.51944
Yamato 74640,25018,Valid,H6,1065.9,Found,1974,-71.71389,35.99722
Yamato 74115,24493,Valid,H5,1045.1,Found,1974,-71.80833,36.1375
Aioun el Atrouss,423,Valid,Diogenite-pm,1000,Fell,1974,16.39806,-9.57028
Rogers,22645,Valid,L,982,Found,1974,34.065,-103.40833
Yamato 74094,24472,Valid,H6,867.2,Found,1974,-71.79806,36.24861
Yamato 74118,24496,Valid,L6,845.1,Found,1974,-71.82417,36.19444
Tokio (b),24017,Valid,OC,823,Found,1974,33.205,-102.65833
Yamato 74364,24742,Valid,H4,757.8,Found,1974,-71.79167,35.79444
Yamato 74136,24514,Valid,Diogenite,725,Found,1974,-71.5,35.66667
Yamato 74156,24534,Valid,H4,714.7,Found,1974,-71.5,35.66667
Yamato 74079,24457,Valid,H5,620.8,Found,1974,-71.5,35.66667
Yamato 74037,24415,Valid,Diogenite,591.9,Found,1974,-71.5,35.66667
Yamato 74605,24983,Valid,L6,580.8,Found,1974,-71.73056,35.96111
Yamato 74454,24832,Valid,L6,578.8,Found,1974,-71.74167,36.01111
Yamato 74418,24796,Valid,H6,567.2,Found,1974,-71.75556,35.65833
Yamato 74646,25024,Valid,LL6,554.7,Found,1974,-71.67917,35.97778
Yamato 74080,24458,Valid,L6,536.9,Found,1974,-71.81944,36.19861
Jolomba,12199,Valid,LL6,483,Fell,1974,-11.85,15.83333
Thackaringa,23907,Valid,H5,438.6,Found,1974,-32.11667,141.08333
Yamato 74192,24570,Valid,H5,420.3,Found,1974,-71.61167,35.25833
Yamato 74497,24875,Valid,H4-5,301.2,Found,1974,0,35.66667
Yamato 74010,24388,Valid,Diogenite,298.5,Found,1974,-71.5,35.66667
Rabbit Flat,22367,Valid,H6,295,Found,1974,-20.36667,130.11667
Yamato 74609,24987,Valid,H5,257.2,Found,1974,-71.73194,35.97778
Yamato 74164,24542,Valid,L6,248.8,Found,1974,-71.7375,35.89167
Yamato 74001,24379,Valid,H5,246.1,Found,1974,-71.83611,36.27222
Yamato 74450,24828,Valid,Eucrite-pmict,235.6,Found,1974,-71.76806,36.00833
Yamato 74495,24873,Valid,H4,220.2,Found,1974,0,35.66667
Yamato 74663,25041,Valid,LL6,213.9,Found,1974,-71.5,35.66667
Yamato 74038,24416,Valid,H5,208.9,Found,1974,-71.825,36.24028
Yamato 74011,24389,Valid,Diogenite,206,Found,1974,-71.83278,36.29167
Yamato 74374,24752,Valid,H4,205.2,Found,1974,-71.5,35.66667
Yamato 74462,24840,Valid,H6,205,Found,1974,0,35.66667
Yamato 74165,24543,Valid,L4,203.4,Found,1974,-71.73472,35.875
Brachina,5127,Valid,Brachinite,202.9,Found,1974,-31.3,138.38333
Yamato 74036,24414,Valid,L6,201.4,Found,1974,-71.815,36.19306
Yamato 74603,24981,Valid,L4,188.7,Found,1974,-71.72778,35.98611
Yamato 74648,25026,Valid,Diogenite,185.5,Found,1974,-71.5,35.66667
Yamato 74082,24460,Valid,H4,179.8,Found,1974,-71.80472,36.18056
Yamato 74442,24820,Valid,LL4,173.3,Found,1974,-71.73056,35.76111
Yamato 74367,24745,Valid,L6,165.6,Found,1974,-71.79306,35.72778
Yamato 74650,25028,Valid,L6,163.2,Found,1974,-71.74861,35.99722
Yamato 74007,24385,Valid,L6,162.3,Found,1974,-71.5,35.66667
Yamato 74662,25040,Valid,CM2,150.9,Found,1974,-71.80583,36.18611
Yamato 74106,24484,Valid,H6,146.6,Found,1974,-71.81333,36.47778
Yamato 74144,24522,Valid,L6,141.4,Found,1974,-71.78361,36.26528
Yamato 74108,24486,Valid,H5,139.3,Found,1974,-71.81778,36.45833
Yamato 74054,24432,Valid,H4,134.9,Found,1974,-71.80417,36.29167
Yamato 74491,24869,Valid,H4,134.5,Found,1974,0,35.66667
Yamato 74163,24541,Valid,H5,134.2,Found,1974,-71.74167,35.91944
Reid 003,22558,Valid,L5,128.7,Found,1974,-30.06667,128.96667
Yamato 74498,24876,Valid,H4,124,Found,1974,0,35.66667
Yamato 74457,24835,Valid,L5,120.8,Found,1974,-71.73472,35.96667
Yamato 74376,24754,Valid,L6,120,Found,1974,-71.73889,35.80833
Yamato 74507,24885,Valid,H4,116.1,Found,1974,0,35.66667
Yamato 74035,24413,Valid,L6,115.7,Found,1974,-71.80167,36.14306
Yamato 74455,24833,Valid,L6,114.1,Found,1974,-71.73889,35.99444
Yamato 74107,24485,Valid,H5,114,Found,1974,-71.81667,36.46389
Yamato 74492,24870,Valid,H6,112.1,Found,1974,0,35.66667
Yamato 74125,24503,Valid,Diogenite,107,Found,1974,-71.5,35.66667
Yamato 74081,24459,Valid,H4,102.5,Found,1974,-71.80528,36.175
Yamato 74159,24537,Valid,Eucrite-pmict,98.2,Found,1974,-71.7625,36.08056
Yamato 74375,24753,Valid,H4,92.7,Found,1974,-71.7375,35.80556
Yamato 74476,24854,Valid,H6,91.8,Found,1974,0,35.66667
Yamato 74158,24536,Valid,L6,91.5,Found,1974,-71.81722,36.12778
Yamato 74120,24498,Valid,L6,90.5,Found,1974,-71.82667,36.20278
Yamato 74028,24406,Valid,L6,90.2,Found,1974,-71.5,35.66667
Yamato 74110,24488,Valid,H5,90.1,Found,1974,-71.7875,36.3
Yamato 74639,25017,Valid,L5,89.5,Found,1974,-71.5,35.66667
Yamato 74053,24431,Valid,H4,88.48,Found,1974,-71.5,35.66667
Yamato 74015,24393,Valid,L6,88,Found,1974,-71.80389,36.23472
Yamato 74471,24849,Valid,H6,85.7,Found,1974,0,35.66667
Yamato 74372,24750,Valid,L6,84.6,Found,1974,-71.74167,35.64167
Yamato 74355,24733,Valid,L4,82.9,Found,1974,-71.75694,35.78056
Yamato 74346,24724,Valid,H5,82.35,Found,1974,-71.5,35.66667
Yamato 74466,24844,Valid,H6,81.7,Found,1974,0,35.66667
Yamato 74550,24928,Valid,H6,80.9,Found,1974,0,35.66667
Yamato 74494,24872,Valid,H6,80.5,Found,1974,0,35.66667
Yamato 74117,24495,Valid,L6,80.2,Found,1974,-71.5,35.66667
Yamato 74012,24390,Valid,H5,75.4,Found,1974,-71.83667,36.29861
Yamato 74123,24501,Valid,Ureilite,69.9,Found,1974,-71.82806,36.20556
Yamato 74002,24380,Valid,LL4,69.7,Found,1974,-71.82556,36.25556
Yamato 74116,24494,Valid,L5,68.9,Found,1974,-71.81333,36.16389
Yamato 74539,24917,Valid,H6,68.1,Found,1974,0,35.66667
Yamato 74048,24426,Valid,LL6,67.1,Found,1974,-71.80417,36.29167
Reid 002,22557,Valid,L6,66.5,Found,1974,-30.06667,128.96667
Yamato 74095,24473,Valid,L5,65.92,Found,1974,-71.5,35.66667
Fitzwater Pass,51738,Valid,"Iron, IIIF",65.4,Found,1974,42.03839,-120.58942
Yamato 74124,24502,Valid,H4,62.4,Found,1974,-71.82833,36.20694
Yamato 74467,24845,Valid,H6,61.2,Found,1974,0,35.66667
Yamato 74070,24448,Valid,H5,58.7,Found,1974,-71.81167,36.4125
Yamato 74604,24982,Valid,H4,58.57,Found,1974,-71.5,35.66667
Yamato 74052,24430,Valid,H4,58.18,Found,1974,-71.5,35.66667
Yamato 74111,24489,Valid,H5,58,Found,1974,-71.5,35.66667
Yamato 74456,24834,Valid,H4,56.82,Found,1974,-71.5,35.66667
Yamato 74488,24866,Valid,H6,55.27,Found,1974,0,35.66667
Yamato 74122,24500,Valid,H4,54.89,Found,1974,-71.5,35.66667
Yamato 74480,24858,Valid,H6,54.69,Found,1974,0,35.66667
Yamato 74074,24452,Valid,H5,54.2,Found,1974,-71.81694,36.42222
Forrest Lakes 002,10162,Valid,H5,52,Found,1974,-29.58333,128.91667
Yamato 74044,24422,Valid,"Pallasite, PMG",51.8,Found,1974,-71.79333,36.1875
Stratford,23728,Valid,L6,50,Fell,1974,41.2,-73.13333
Yamato 74024,24402,Valid,L3.7,50,Found,1974,-71.82444,36.25556
Yamato 74461,24839,Valid,H6,49.7,Found,1974,0,35.66667
Yamato 74151,24529,Valid,Diogenite,49.42,Found,1974,-71.5,35.66667
Yamato 74039,24417,Valid,L6,47.6,Found,1974,-71.8275,36.24444
Yamato 74172,24550,Valid,L4,47,Found,1974,-71.5,35.66667
Yamato 74610,24988,Valid,H4,46.8,Found,1974,-71.73056,35.98333
Yamato 74485,24863,Valid,H6,46.66,Found,1974,0,35.66667
Yamato 74112,24490,Valid,H5,45.52,Found,1974,-71.5,35.66667
Yamato 74654,25032,Valid,L6,45.02,Found,1974,-71.5,35.66667
Yamato 74417,24795,Valid,L3.4,44.5,Found,1974,-71.73472,35.77222
Yamato 74157,24535,Valid,L6,44.31,Found,1974,-71.5,35.66667
Yamato 74109,24487,Valid,Diogenite,43.67,Found,1974,-71.5,35.66667
Yamato 74089,24467,Valid,H4,43.36,Found,1974,-71.5,35.66667
Yamato 74483,24861,Valid,H6,43.04,Found,1974,0,35.66667
Yamato 74343,24721,Valid,H5,42.38,Found,1974,-71.5,35.66667
Yamato 74114,24492,Valid,L4,42.28,Found,1974,-71.5,35.66667
Yamato 74438,24816,Valid,H5,42.24,Found,1974,-71.5,35.66667
Yamato 74370,24748,Valid,EH4,42.1,Found,1974,-71.78194,35.67778
Yamato 74161,24539,Valid,L6,42.09,Found,1974,-71.5,35.66667
Yamato 74128,24506,Valid,L6,40.98,Found,1974,-71.5,35.66667
Yamato 74045,24423,Valid,L6,39.82,Found,1974,-71.5,35.66667
Yamato 74021,24399,Valid,H5,39.3,Found,1974,-71.79389,36.18194
Yamato 74547,24925,Valid,H6,38.7,Found,1974,0,35.66667
Yamato 74643,25021,Valid,H5,38.01,Found,1974,-71.5,35.66667
Yamato 74458,24836,Valid,H5,37.35,Found,1974,-71.5,35.66667
Yamato 74006,24384,Valid,H6,35.8,Found,1974,-71.5,35.66667
Yamato 74523,24901,Valid,H6,35.75,Found,1974,0,35.66667
Yamato 74027,24405,Valid,L6,35.7,Found,1974,-71.5,35.66667
Yamato 74645,25023,Valid,H/L4,35.6,Found,1974,-71.5,35.66667
Yamato 74063,24441,Valid,Acapulcoite,35.41,Found,1974,-71.5,35.66667
Yamato 74040,24418,Valid,L6,35.17,Found,1974,-71.5,35.66667
Yamato 74022,24400,Valid,LL5,34.7,Found,1974,-71.84861,36.31806
Yamato 74511,24889,Valid,H6,34.59,Found,1974,0,35.66667
Yamato 74452,24830,Valid,L6,33.9,Found,1974,-71.74306,36.08056
Yamato 74501,24879,Valid,H6,33.74,Found,1974,0,35.66667
Yamato 74150,24528,Valid,Diogenite,33.56,Found,1974,-71.5,35.66667
Yamato 74486,24864,Valid,H6,33.22,Found,1974,0,35.66667
Yamato 74478,24856,Valid,H6,33.06,Found,1974,0,35.66667
Yamato 74439,24817,Valid,L6,32.74,Found,1974,-71.5,35.66667
Yamato 74484,24862,Valid,H6,32.43,Found,1974,0,35.66667
Yamato 74160,24538,Valid,LL7,31.4,Found,1974,-71.75278,36.08889
Yamato 74085,24463,Valid,H4,30.5,Found,1974,-71.5,35.66667
Danebury,5512,Valid,H6,30,Found,1974,51.13889,-1.53611
Yamato 74073,24451,Valid,H5,29.9,Found,1974,-71.81583,36.425
Yamato 74479,24857,Valid,H6,29.82,Found,1974,0,35.66667
Yamato 74426,24804,Valid,H6,29.8,Found,1974,0,35.66667
Yamato 74142,24520,Valid,H3.8,29.5,Found,1974,-71.81667,36.34167
Yamato 74072,24450,Valid,H5,29,Found,1974,-71.5,35.66667
Yamato 74423,24801,Valid,H6,28.95,Found,1974,0,35.66667
Yamato 74113,24491,Valid,H5,28.21,Found,1974,-71.5,35.66667
Yamato 74034,24412,Valid,H4,27.6,Found,1974,-71.5,35.66667
Yamato 74441,24819,Valid,L3.5,27.4,Found,1974,-71.72361,35.74167
Yamato 74099,24477,Valid,H5,27.36,Found,1974,-71.5,35.66667
Yamato 74660,25038,Valid,LL3.0,27.2,Found,1974,-71.79722,36.15278
Yamato 74545,24923,Valid,H6,26.65,Found,1974,0,35.66667
Yamato 74137,24515,Valid,H6,26.32,Found,1974,-71.5,35.66667
